timestamp,temperature,humidity,load_lag_t+1,load_lag_t+2,load_lag_t+3,load_lag_t+4,load_lag_t+5,load_lag_t+6,load_lag_t+7,load_lag_t+8,load_lag_t+9,load_lag_t+10,load_lag_t+11,load_lag_t+12,load_lag_t+13,load_lag_t+14,load_lag_t+15,load_lag_t+16,load_lag_t+17,load_lag_t+18,load_lag_t+19,load_lag_t+20,load_lag_t+21,load_lag_t+22,load_lag_t+23,load_lag_t+24,t-1
2026-03-12 17:37:29.245604,14.58,49.1,1418.75,1438.75,1442.86,1526.59,1613.93,1572.44,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1374.58
2026-03-12 18:37:29.245604,18.53,61.45,1438.75,1442.86,1526.59,1613.93,1572.44,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1444.06
2026-03-12 19:37:29.245604,17.53,49.97,1442.86,1526.59,1613.93,1572.44,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1451.97
2026-03-12 20:37:29.245604,16.79,61.27,1526.59,1613.93,1572.44,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1442.74
2026-03-12 21:37:29.245604,19.98,64.03,1613.93,1572.44,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1548.79
2026-03-12 22:37:29.245604,19.12,61.4,1572.44,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1615.09
2026-03-12 23:37:29.245604,19.16,68.43,1667.43,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1559.52
2026-03-13 00:37:29.245604,24.28,73.53,1755.34,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1690.28
2026-03-13 01:37:29.245604,24.36,60.66,1859.52,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1763.42
2026-03-13 02:37:29.245604,23.44,72.0,1886.95,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1843.96
2026-03-13 03:37:29.245604,25.96,59.8,1893.45,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1884.09
2026-03-13 04:37:29.245604,25.88,65.02,1986.51,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1880.32
2026-03-13 05:37:29.245604,25.72,73.91,2068.78,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,1965.77
2026-03-13 06:37:29.245604,29.39,63.08,2071.17,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,2082.67
2026-03-13 07:37:29.245604,30.66,58.35,1929.08,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,2099.81
2026-03-13 08:37:29.245604,25.1,59.68,2000.21,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1908.1
2026-03-13 09:37:29.245604,27.09,66.14,1787.9,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,2008.65
2026-03-13 10:37:29.245604,24.02,48.09,1657.15,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1778.14
2026-03-13 11:37:29.245604,22.82,49.07,1615.83,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1649.84
2026-03-13 12:37:29.245604,21.11,57.58,1466.02,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1606.94
2026-03-13 13:37:29.245604,19.15,57.9,1427.02,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1453.06
2026-03-13 14:37:29.245604,19.07,49.6,1367.23,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1427.75
2026-03-13 15:37:29.245604,16.51,45.27,1375.48,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1354.77
2026-03-13 16:37:29.245604,17.21,59.5,1361.32,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1379.54
2026-03-13 17:37:29.245604,16.13,58.98,1260.78,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1360.57
2026-03-13 18:37:29.245604,15.64,57.31,1315.86,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1257.2
2026-03-13 19:37:29.245604,14.84,53.71,1313.68,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1302.25
2026-03-13 20:37:29.245604,15.94,59.33,1488.72,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1305.03
2026-03-13 21:37:29.245604,18.89,61.49,1507.68,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1500.05
2026-03-13 22:37:29.245604,19.75,65.91,1616.6,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1515.19
2026-03-13 23:37:29.245604,18.98,72.53,1694.15,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1601.94
2026-03-14 00:37:29.245604,22.15,71.93,1702.53,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1695.64
2026-03-14 01:37:29.245604,24.68,65.22,1787.75,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1713.8
2026-03-14 02:37:29.245604,22.5,75.49,1949.43,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1762.71
2026-03-14 03:37:29.245604,27.06,71.02,1914.67,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1957.58
2026-03-14 04:37:29.245604,26.2,71.63,1935.34,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,1904.73
2026-03-14 05:37:29.245604,28.65,73.26,2020.31,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1943.9
2026-03-14 06:37:29.245604,26.86,60.96,1871.6,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,2008.86
2026-03-14 07:37:29.245604,25.09,62.9,1850.04,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1844.53
2026-03-14 08:37:29.245604,24.75,58.35,1853.13,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1825.63
2026-03-14 09:37:29.245604,26.31,51.6,1724.95,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1853.85
2026-03-14 10:37:29.245604,25.39,56.8,1616.06,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1728.85
2026-03-14 11:37:29.245604,22.2,63.32,1542.11,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1602.5
2026-03-14 12:37:29.245604,22.96,44.22,1322.14,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1551.69
2026-03-14 13:37:29.245604,17.95,50.34,1352.16,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1297.22
2026-03-14 14:37:29.245604,18.9,52.57,1264.57,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1351.17
2026-03-14 15:37:29.245604,15.94,50.72,1197.88,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1246.4
2026-03-14 16:37:29.245604,15.83,50.66,1109.22,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1188.1
2026-03-14 17:37:29.245604,16.28,47.41,1247.42,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1109.93
2026-03-14 18:37:29.245604,14.71,55.53,1198.43,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1234.51
2026-03-14 19:37:29.245604,15.63,53.93,1317.15,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1192.66
2026-03-14 20:37:29.245604,18.31,50.77,1322.76,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1332.24
2026-03-14 21:37:29.245604,16.89,66.91,1411.9,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1314.11
2026-03-14 22:37:29.245604,20.25,68.42,1494.87,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1424.44
2026-03-14 23:37:29.245604,18.75,66.94,1645.67,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1477.92
2026-03-15 00:37:29.245604,22.79,69.33,1737.29,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1653.62
2026-03-15 01:37:29.245604,25.72,73.82,1832.2,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1758.91
2026-03-15 02:37:29.245604,21.29,70.89,1865.74,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,1795.13
2026-03-15 03:37:29.245604,25.05,73.39,1880.73,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,1853.79
2026-03-15 04:37:29.245604,28.06,67.7,2059.38,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,1889.39
2026-03-15 05:37:29.245604,27.49,72.64,1980.06,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,2056.33
2026-03-15 06:37:29.245604,28.56,66.69,1926.72,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,1985.63
2026-03-15 07:37:29.245604,26.89,63.82,1822.38,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,1917.66
2026-03-15 08:37:29.245604,27.33,55.39,1930.96,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1823.68
2026-03-15 09:37:29.245604,26.01,59.02,1725.64,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1928.62
2026-03-15 10:37:29.245604,26.75,52.09,1670.22,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1743.16
2026-03-15 11:37:29.245604,23.93,50.72,1607.52,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1674.04
2026-03-15 12:37:29.245604,22.51,48.32,1464.16,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1612.58
2026-03-15 13:37:29.245604,19.83,46.21,1402.47,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1457.98
2026-03-15 14:37:29.245604,18.27,58.51,1243.18,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1395.16
2026-03-15 15:37:29.245604,17.11,55.55,1259.84,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1236.69
2026-03-15 16:37:29.245604,17.4,58.79,1203.44,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1265.76
2026-03-15 17:37:29.245604,15.57,47.71,1194.04,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1197.13
2026-03-15 18:37:29.245604,16.43,54.88,1284.09,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1198.39
2026-03-15 19:37:29.245604,19.32,51.78,1330.92,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1315.22
2026-03-15 20:37:29.245604,18.11,56.75,1377.4,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1343.99
2026-03-15 21:37:29.245604,17.27,58.46,1437.17,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1372.51
2026-03-15 22:37:29.245604,20.8,69.54,1619.87,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1455.19
2026-03-15 23:37:29.245604,19.83,65.14,1747.32,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1613.75
2026-03-16 00:37:29.245604,18.94,72.69,1829.68,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1716.75
2026-03-16 01:37:29.245604,22.04,71.94,1973.14,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1814.56
2026-03-16 02:37:29.245604,22.19,79.2,2082.86,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,1945.08
2026-03-16 03:37:29.245604,25.72,63.85,2018.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2077.59
2026-03-16 04:37:29.245604,27.22,73.92,2144.21,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2019.2
2026-03-16 05:37:29.245604,30.31,71.98,1983.35,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2169.36
2026-03-16 06:37:29.245604,28.49,61.51,2095.03,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,1988.25
2026-03-16 07:37:29.245604,27.47,67.07,2072.36,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,2246.88,2091.74
2026-03-16 08:37:29.245604,28.44,61.82,1899.67,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,2246.88,2120.74,2084.8
2026-03-16 09:37:29.245604,22.93,56.96,1840.03,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,2246.88,2120.74,2039.14,1866.5
2026-03-16 10:37:29.245604,25.35,52.12,1696.7,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,2246.88,2120.74,2039.14,2085.56,1843.56
2026-03-16 11:37:29.245604,24.71,50.39,1692.24,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,2246.88,2120.74,2039.14,2085.56,1860.58,1708.26
2026-03-16 12:37:29.245604,19.78,59.78,1676.87,1487.59,1415.5,1298.04,1430.54,1295.73,1317.55,1353.23,1428.94,1586.86,1572.68,1852.16,1952.96,1991.4,2203.32,2179.67,2173.89,2134.2,2246.88,2120.74,2039.14,2085.56,1860.58,1810.2,1670.06
